Training Iteration	Loss
146	0.7355622407347391
147	0.7414005711479508
148	0.7361208930719628
149	0.7406401587936503
150	0.7412577765550683
151	0.7373205571059901
152	0.7430676590557033
153	0.7404997381442849
154	0.7404183072643429
155	0.7430187276352851
156	0.7404986840165
157	0.7429960878100761
158	0.7424634585482026
159	0.7425741722418759
160	0.7445521897709936
161	0.7433498269173113
162	0.7447063753880745
163	0.7439002901139036
164	0.7461624255621115
165	0.7435586973017424
166	0.7468535574816922
167	0.7405670294643449
168	0.7473358143156221
169	0.7281844234143107
170	0.7476568217685662
171	0.7380914956943441
172	0.7435249950047574
173	0.7473822524600943
174	0.7410772566666171
175	0.7439280226217496
176	0.7467254623433998
177	0.7460898574076096
178	0.7448788047643141
179	0.7468581784015226
180	0.748738948501613
181	0.7463810010081627
182	0.7486165974421315
183	0.7497847009977484
184	0.7463761679348027
185	0.7503004745710639
186	0.7497807569464374
187	0.7483961194675588
188	0.7506407258197042
189	0.7498264244919339
190	0.7501811910436175
191	0.7497324291165567
192	0.7523028075675022
193	0.748159038470252
194	0.7532087430361484
195	0.7461903066272473
196	0.7520774975646789
197	0.7432188253131282
198	0.7542346376991108
199	0.7473652056867085
200	0.7508264864208491
201	0.7541858080986352
202	0.7466203078355094
203	0.7543443003470713
204	0.7481218576980504
205	0.7526644136665993
206	0.752775788979546
207	0.7524162509396044
208	0.7540681314202663
209	0.7487566859043251
210	0.7542587019083646
211	0.7468027312777381
212	0.7550618084712338
213	0.7435553204591031
214	0.7544584819695509
215	0.7482743773014995
216	0.7539229949649805
217	0.7551178238429839
218	0.748143776883479
219	0.7551377056008931
220	0.7493534920931928
221	0.7552312739862602
222	0.7526363432942251
223	0.7523136780667175
224	0.7558262448037292
225	0.7522672627226201
226	0.7546400484288643
227	0.7476035613119332
228	0.7565978936685416
229	0.7415635910867819
230	0.7537658929747688
231	0.7431776157108317
232	0.7558048469861322
233	0.755405211973908
234	0.7467823377989969
235	0.7570403598132516
236	0.7534875767791688
237	0.7513005635591039
238	0.7570949917878492
239	0.7511616364486101
240	0.753773609801728
241	0.7563762741984953
242	0.7495984758670986
243	0.7570380548686481
244	0.7542558350394509
245	0.753733889982174
246	0.7572318359168054
247	0.7507674932823398
248	0.7556845445295992
249	0.7515850836461575
250	0.7546476758032633
251	0.7549251483698983
252	0.7553118036980222
253	0.7539819154039783
254	0.7516419274009882
255	0.7546381620945114
256	0.7455493806179904
257	0.754133161794899
258	0.7406529845258797
259	0.7567029699674094
260	0.7523113176875226
261	0.7489429880877798
262	0.7525137078026074
263	0.7554571210789536
264	0.7503034270011316
265	0.7547326867378674
266	0.7556292262614801
267	0.7487087878459336
268	0.7573182283037782
269	0.7544259619826559
270	0.7526254802683243
271	0.7542637615865608
272	0.7555073538820025
273	0.7521689528956113
274	0.755729508754275
275	0.7550504335417463
276	0.7540101496753653
277	0.7547221409325439
278	0.7567237657953868
279	0.7418076345528678
280	0.7544149033782185
281	0.724984694367714
282	0.7522668949309738
283	0.7549080545148573
284	0.7353499671456856
285	0.75577569499678
286	0.7556074247232151
287	0.7481778460101687
288	0.7510665625028079
289	0.7531359697810011
290	0.7585845035159362
291	0.751040286500809
292	0.754766069009723
293	0.7549541249518558
294	0.7516578008958257
295	0.7549918841537271
296	0.7554327183210833
297	0.7539124273469983
298	0.753618766515511
299	0.7567761408400177
300	0.7544351220001341
301	0.7554116135003792
302	0.7538999661719096
303	0.7553208350341658
304	0.7520742967491697
305	0.7570175383762688
306	0.7521530969880591
307	0.7544531488834904
308	0.7512560886592345
309	0.757116002011553
310	0.7531828112623214
311	0.7554473337426826
312	0.7542967472278443
313	0.7562171836721888
314	0.7555219769983896
315	0.7536938129469466
316	0.7566770449769237
317	0.7506489152031378
318	0.7544601818112452
319	0.7279096676134363
320	0.750974983073582
321	0.7514445721941775
322	0.745621641553197
323	0.7548192095637807
324	0.755371563241604
325	0.7426450796496915
326	0.7537245844085074
327	0.7574591783934234
328	0.7477024258975955
329	0.7560191513765538
330	0.7555705801233707
331	0.751969889819764
332	0.7522520981298056
333	0.7556876375739519
334	0.7533172068111189
335	0.7529139108788431
336	0.755038434414756
337	0.7542571078359507
338	0.7543383648607281
339	0.7549622823878243
340	0.7548086548617949
341	0.7539459101353587
342	0.7547218580171043
343	0.754866199561326
344	0.7560962309310901
345	0.7518033567984197
346	0.7559324605231578
347	0.75462680776576
348	0.7543463264327501
349	0.7530703824812227
350	0.7567336068902386
351	0.7504254667048013
352	0.7548120689591146
353	0.7451077112428095
354	0.7564728345841923
355	0.7500825231471602
356	0.7534124552132988
357	0.7510329962138531
358	0.7527200458116896
359	0.7561041430354757
360	0.754476941494644
361	0.7537692715803285
362	0.7515804534443469
363	0.7554554870829157
364	0.7503901991620359
365	0.7528747090276746
366	0.7461959385948536
367	0.7562964688573502
368	0.7469441833152761
369	0.7535119915147694
370	0.7536957728572353
371	0.7542132803174959
372	0.7538317781096517
373	0.7545509538631711
374	0.7521261767686146
375	0.7542691917686825
376	0.7538088091270241
377	0.7541934679370764
378	0.7520469983034382
379	0.7526848225859254
380	0.7512796910134094
381	0.7528993333907769
382	0.722820756913011
383	0.7446431193786582
384	0.7378098551897796
385	0.7403034196112851
386	0.7506608760353355
387	0.7492463075807273
388	0.7307293314677152
389	0.7530865993039338
390	0.7565463870007365
391	0.7521966724618023
392	0.7425259089296973
393	0.7523988753096944
394	0.7567155825571158
395	0.7534430966253176
396	0.750095108636681
397	0.7497623830475701
398	0.752585462061929
399	0.7506790045679451
400	0.7556989746594446
401	0.7549532297800463
402	0.7518788251306129
403	0.7488402277250354
404	0.75586116580901
405	0.7554641256537392
406	0.7509343580337747
407	0.7537178769592492
408	0.7544128854367161
409	0.7519004283006964
410	0.7543950108754366
411	0.7548481787204866
412	0.7509423620567558
413	0.7517997413162791
414	0.7541435603193318
415	0.7520247081987043
416	0.7510669770921514
417	0.7527930820324876
418	0.7517080676412563
419	0.7522862629938032
420	0.751716859669342
421	0.7486384288984079
422	0.7456089141033055
423	0.737167086282916
424	0.7468057385500665
425	0.7525477033479642
426	0.7403443809124494
427	0.7503571661061466
428	0.7505324106775186
429	0.7479799908711806
430	0.7499312129684961
431	0.7520403012830588
432	0.7473246525696149
433	0.7493934639526724
434	0.7531831948458344
435	0.74795223444957
436	0.7490420463844635
437	0.7453794759735214
438	0.7520772573331728
439	0.7438969869135891
440	0.7508208015112566
441	0.7487268310740364
442	0.752264874237354
443	0.7519659938936136
444	0.7496301190741977
445	0.750965698284762
446	0.747766504116832
447	0.7505721701769218
448	0.7453619709951324
449	0.7526591507658524
450	0.7424327756663277
451	0.7508801452769426
452	0.7458278661829123
453	0.7491336944399195
454	0.7499464545302589
455	0.7496455581158644
456	0.7478165697556781
457	0.744626961875135
458	0.7507720478718135
459	0.7438108487176628
460	0.7517983595654084
461	0.7458708086098939
462	0.7494104202995151
463	0.745254928033219
464	0.7465085525973958
465	0.7480905059912931
466	0.7492191243959727
467	0.7490614945015643
468	0.7488558423733596
469	0.7484078337545732
470	0.7484028789719396
471	0.7499644684111243
472	0.7458684823178444
473	0.7485498500628172
474	0.744675725766343
475	0.7453387876946403
476	0.7214091899907242
477	0.7385848505978612
478	0.7329397114909627
479	0.7365487774086397
480	0.7440701734289363
481	0.746254447793444
482	0.73622035872869
483	0.7471755772304928
484	0.7487324694919141
485	0.7446908246195895
486	0.7452199569179203
487	0.7475384647372018
488	0.7532242936073107
489	0.7452058344216063
490	0.7490526871066402
491	0.7480424808290371
492	0.750368111098881
493	0.7462358672959927
494	0.7507011121700863
495	0.749970583879525
496	0.7485131702213236
497	0.7491584327484921
498	0.750988899005895
499	0.7502702178620814
500	0.7459494497722888
501	0.749137840937693
502	0.7506746267477938
503	0.7493290962640029
504	0.7483882239853326
505	0.7500183999404897
506	0.7475476093698481
507	0.7493737594325793
508	0.7477832855052239
509	0.7468847105235834
510	0.7472644065887181
511	0.7486931189330777
512	0.744062245523545
513	0.747025484185298
514	0.7405967721326314
515	0.7440016433989204
516	0.730939304875698
517	0.7441734739502215
518	0.7424326594532729
519	0.7400116101814448
520	0.7480755797159782
521	0.743000193890881
522	0.7462089136601786
523	0.7475533372706452
524	0.7428696436752956
525	0.7476185277882952
526	0.746560700266851
527	0.7424175996944774
528	0.7489850686212838
529	0.7467082127688411
530	0.7417498733624228
531	0.7465768737998065
532	0.7436921745652995
533	0.7421955810024481
534	0.7486084595681691
535	0.7457780899516403
536	0.7429543806066914
537	0.7453356404914054
538	0.7482491746466458
539	0.7442722867363455
540	0.7435235906522217
541	0.7465818582293053
542	0.7454527584629821
543	0.7459262694741075
544	0.7453585798129447
545	0.7451087162541024
546	0.7442180428210289
547	0.7453961395689217
548	0.7455733209794199
549	0.7443119495464007
550	0.7428409782035147
551	0.7460613664291021
552	0.7380771711614894
553	0.7442711227647933
554	0.7356801097472994
555	0.7420995803237225
556	0.717786522671463
557	0.726970512500201
558	0.7342035521425112
559	0.7264269995295557
560	0.7378299465700073
561	0.7418156643016118
562	0.7290846621893925
563	0.7456408842226027
564	0.7436595791316685
565	0.7474986622794464
566	0.7395197367289313
567	0.7367016305318128
568	0.7497642377919835
569	0.7471950470262668
570	0.7467886075924062
571	0.7381404213718311
572	0.7450473319272665
573	0.7468139449483286
574	0.7494312053213374
575	0.7418946533387453
576	0.7421800017587761
577	0.7460242590102865
578	0.7477678362143769
579	0.7459593121480924
580	0.7460354294979332
581	0.744387842610004
582	0.745035323971013
583	0.7461221203322244
584	0.7467106765506452
585	0.7454998817761954
586	0.7431587460527063
587	0.7439076395803382
588	0.7463241187378756
589	0.7446087742249923
590	0.7420554359631639
591	0.7445927016639144
592	0.7450316014549409
593	0.7432028127937899
594	0.7440246828203332
595	0.7440759976306086
596	0.7435449362922801
597	0.7422516036355474
598	0.7441665659776289
599	0.7373239243554055
600	0.7423364891863954
601	0.7195343441726735
602	0.7419149878837127
603	0.7411659352729753
604	0.7343997565942295
605	0.7445472932014561
606	0.7416909700849564
607	0.7370765027249306
608	0.7428928726912617
609	0.7416777485671485
610	0.739103686822944
611	0.7452212759125858
612	0.7415808885035892
613	0.7395701764190452
614	0.7444310479244552
615	0.7420014690584226
616	0.7383597180693882
617	0.743939688784085
618	0.7438813234250906
619	0.743193175051715
620	0.7427460741634416
621	0.7383134840887132
622	0.7410084573003912
623	0.7436860361317298
624	0.7376075100485868
625	0.740305517576905
626	0.7404164565832239
627	0.7357947075704524
628	0.7421051056712797
629	0.7402574230742761
630	0.742195996454997
631	0.7429351642469879
632	0.7392486904048265
633	0.7401874084423762
634	0.7427742944480851
635	0.7371823884209533
636	0.741597447390939
637	0.7400262577416545
638	0.7393488539583699
639	0.7413389888437683
640	0.7402587008675173
641	0.7370592937055089
642	0.74157833418276
643	0.7275405524834906
644	0.7400614832288493
645	0.7308404659214519
646	0.7328259968557641
647	0.742521321027805
648	0.7399278981716929
649	0.7329619351735276
650	0.7408592797373508
651	0.7427290090840516
652	0.7386243675616738
653	0.736602571859628
654	0.7413444563402154
655	0.7388504420072132
656	0.7411110075893235
657	0.7430025787603014
658	0.7363737239172871
659	0.7397591944126167
660	0.7413047211260818
661	0.7379105142098175
662	0.7396783877947084
663	0.7393096192768673
664	0.7368208529732668
665	0.7374753575641714
666	0.7380596802392649
667	0.7355364084612666
668	0.7372707227240244
669	0.7404096007273159
670	0.731757713414371
671	0.7408200150141847
672	0.7316674596779049
673	0.7366838817404925
674	0.7319023798097012
675	0.739787654053751
676	0.7373346083137026
677	0.7413567818361656
678	0.7411729153999719
679	0.7363886943459703
680	0.7414007829179153
681	0.7399451295717446
682	0.7390792765504309
683	0.7419517912937453
684	0.7364883202379148
685	0.7381247610489949
686	0.7395693484699547
687	0.7384133486364571
688	0.7366952411371936
689	0.7388775037334044
690	0.7371437743369004
691	0.7389015480188293
692	0.7383416023132453
693	0.7370583124083593
694	0.735999079899193
695	0.7383818047051727
696	0.7288722480866027
697	0.7376602934237471
698	0.7154836229922757
699	0.7327961592424027
700	0.7348641288427905
701	0.7353724951937072
702	0.7359758496916637
703	0.7316591888724295
704	0.7392543032931755
705	0.7397399237694977
706	0.7343955491003016
707	0.7380226842811161
708	0.738384888147697
709	0.7372537362010341
710	0.7399357647925864
711	0.7369340069895621
712	0.7385475761080121
713	0.7408257514537026
714	0.7360854051051554
715	0.7404991318749525
716	0.739930692993375
717	0.7374300798766596
718	0.7384661076849814
719	0.738561841769227
720	0.7387378275228884
721	0.7388590448929997
722	0.7346060319167946
723	0.7365491542354384
724	0.7378430485841307
725	0.7389483878518855
726	0.734831228145859
727	0.7350021554344437
728	0.7324098672958856
729	0.7329600681019806
730	0.7351349152401592
731	0.7375814101406093
732	0.7352379559322861
733	0.7344903501569279
734	0.7370421124540767
735	0.7384992937275006
736	0.7355934153394187
737	0.7341195752139056
738	0.7401997601209038
739	0.7344407425617053
740	0.7366047687658194
741	0.7320298490942239
742	0.7378751963736667
743	0.729803576131293
744	0.7347154021760819
745	0.7232986559981722
746	0.7389221925678913
747	0.7338646576677738
748	0.7352513889639363
749	0.7390759794971301
750	0.7332613033155412
751	0.7359367866252545
752	0.7334112767612248
753	0.7350469871321408
754	0.7379216033820541
755	0.7335533251195975
756	0.7360479152662408
757	0.7369930625102862
758	0.7333392518194858
759	0.7345284568313539
760	0.7363728960282572
761	0.7366541690474536
762	0.7361855254818316
763	0.7343473770241064
764	0.7361802894885522
765	0.7357957743346045
766	0.7339294435982653
767	0.7364074008192615
768	0.7313078655806997
769	0.7357763241659487
770	0.721333062849807
771	0.730754885068467
772	0.7155348551536015
773	0.7267149154615958
774	0.7356844834145689
775	0.7182374820335803
776	0.7337574590024785
777	0.7386617605831393
778	0.7264720245990256
779	0.7395931111982064
780	0.7380168104847001
781	0.7232354116077998
782	0.734649173085831
783	0.738631565719393
784	0.7356080564011845
785	0.7327724511923137
786	0.7347336557739803
787	0.7346575318513419
788	0.735194207384335
789	0.7374114655788634
790	0.7357472125182035
791	0.7321833768370356
792	0.738352280600216
793	0.7362362473963986
794	0.7331836927361104
795	0.7354971056639871
796	0.7376142412116662
797	0.7342830692285353
798	0.7354630678226732
799	0.7358209508903347
800	0.7348780970841851
801	0.7355040596429065
802	0.7327060176201948
803	0.7348077718340699
804	0.7361352884768831
805	0.7341849706039233
806	0.7341730907069918
807	0.7351553562002401
808	0.7346875556008866
809	0.7327113560757565
810	0.732623024427045
811	0.7293256893143186
812	0.7303084879136329
813	0.7169818496873505
814	0.7288588762585282
815	0.7237668250590412
816	0.7268865181282865
817	0.7220636182011653
818	0.7354721509693202
819	0.7286641273057216
820	0.7273683356865337
821	0.7316275231660888
822	0.7342509183031011
823	0.7358600064653997
824	0.7281751959771836
825	0.7334496168098886
826	0.7354932614948649
827	0.7344537390715842
828	0.7362291487961974
829	0.7334969117886223
830	0.7363367870653378
831	0.7366746178573215
832	0.7346585043595999
833	0.7344916212867019
834	0.7328367687997893
835	0.7354618354087803
836	0.737414883059212
837	0.7327800369693261
838	0.7356948290470977
839	0.7342608354108491
840	0.7341183596174332
841	0.7351775469581043
842	0.7342099303187121
843	0.7341446319387369
844	0.7328476011194592
845	0.7347839026138614
846	0.7343140482869821
847	0.7337078517839352
848	0.7336867677263363
849	0.7327354689561602
850	0.7332805208883744
851	0.7332901730782472
852	0.7350904462001394
853	0.7320862028893188
854	0.7333262928057818
855	0.7300002654591548
856	0.7358816505308137
857	0.7290571723967937
858	0.7337603656100562
859	0.7249789075929095
860	0.7297010877902171
861	0.7203161689033106
862	0.7329588184502179
863	0.7303104467989984
864	0.7290931723215497
865	0.7345558030567447
866	0.7272383927149064
867	0.7317339353797297
868	0.7321509286433072
869	0.730879091758878
870	0.7326801762633713
871	0.7287854892699858
872	0.731832997678149
873	0.7317166526176079
874	0.7303356297893361
875	0.7335433592166172
876	0.7322512048315816
877	0.7328747763556089
878	0.7297264133170068
879	0.7305344831776699
880	0.7334523962754435
881	0.7297808829331953
882	0.7319440974647392
883	0.7319212305128323
884	0.7313894471654301
885	0.7296859264740303
886	0.7308760345484232
887	0.7308090393574199
888	0.73335773451515
889	0.7264317029431028
890	0.7334828412483285
891	0.7233120404865715
892	0.731903128477174
893	0.7253325935334086
894	0.7321396671690571
895	0.7203776163162626
896	0.7269836845558869
897	0.7265579095516675
898	0.7307361034755452
899	0.7320780601980726
900	0.7261950087256737
901	0.7322547980912093
902	0.7320476059788475
903	0.7299412426183679
904	0.729062376081386
905	0.7307194450191911
906	0.7291334222090724
907	0.7321791962509822
908	0.7270188261647607
909	0.7315862603398607
910	0.7315152568963478
911	0.7276853905824157
912	0.7308959825984346
913	0.729552668654387
914	0.730093639788664
915	0.7297659737536422
916	0.7300800666445229
917	0.7283834271357719
918	0.7286626623918945
919	0.7201738405227159
920	0.7310109940781048
921	0.7174305556339942
922	0.7290942589879972
923	0.7240653882473522
924	0.726879026450488
925	0.7287891975593918
926	0.7212649146551994
927	0.729513403844511
928	0.7288094931851047
929	0.7291180259036959
930	0.7332489709963367
931	0.7272230907010953
932	0.7291903576534207
933	0.7304233063312479
934	0.7289480414377272
935	0.7298820453030569
936	0.7314329738972665
937	0.7307553782068464
938	0.7298417325190484
939	0.729636635004502
940	0.7312292168631231
941	0.7295039715569975
942	0.7296412345112285
943	0.7307747876551506
944	0.7302803696245048
945	0.7291772672387712
946	0.7275575662834994
947	0.7304042607860024
948	0.7301050914783879
949	0.7290401032587293
950	0.7294916264669571
951	0.7298626828313721
952	0.7299940865240218
953	0.7282469149211519
954	0.7297661263004702
955	0.7307092719316222
956	0.7294432570266209
957	0.7266529830303988
958	0.7298774690190598
959	0.7280854962673539
960	0.7277099993108294
961	0.7265863283797961
962	0.7294927568565022
963	0.7217910885943719
964	0.7245118796363046
965	0.6995541126626552
966	0.7109823853285017
967	0.7012992289924713
968	0.7179614484078598
969	0.7205366361787071
970	0.727992102793519
971	0.7023701473270817
972	0.7332693128659489
973	0.7330139361644603
974	0.7259095443271608
975	0.712665863688192
976	0.7349412576233908
977	0.7360602462171861
978	0.7307562995059218
979	0.7218906355888417
980	0.7309785426312377
981	0.7347957477191738
982	0.733961582998799
983	0.7301301397677366
984	0.7318319443194169
985	0.7324969886025227
986	0.734647875286762
987	0.7334886374310277
988	0.73528961408231
989	0.7346321172074919
990	0.7331317086689367
991	0.7340161277233882
992	0.7359595939342416
993	0.7339373051043876
994	0.7311839400562501
995	0.7323407827755501
996	0.7338033747243469
997	0.7333732330912367
998	0.7325732354718826
999	0.7329421989023451
1000	0.7330846745068571
